min_score,max_rent,rent,apt_score
1,779,0,Null
3,779,0,Null
2,779,0,Null
3,779,0,Null
1,779,0,Null
4,780,0,Null
4,780,0,Null
1,780,0,Null
1,780,0,Null
4,780,0,Null
1,780,0,Null
1,780,0,Null
3,780,0,Null
5,781,0,Null
2,781,0,Null
1,782,0,Null
1,783,0,Null
1,783,0,Null
3,784,0,Null
3,784,0,Null
1,784,0,Null
2,784,0,Null
2,784,0,Null
1,785,0,Null
5,785,0,Null
3,785,0,Null
1,785,0,Null
1,785,0,Null
3,786,0,Null
1,786,0,Null
4,787,0,Null
1,787,0,Null
1,788,0,Null
1,788,0,Null
5,789,0,Null
3,790,0,Null
1,790,0,Null
3,790,0,Null
5,791,0,Null
1,792,0,Null
3,792,0,Null
5,792,0,Null
5,792,0,Null
5,792,0,Null
3,792,0,Null
1,793,0,Null
5,794,0,Null
5,795,0,Null
1,795,0,Null
3,795,0,Null
1,796,0,Null
1,797,0,Null
3,797,0,Null
2,797,0,Null
1,797,0,Null
2,798,0,Null
3,798,0,Null
1,798,0,Null
1,798,0,Null
5,798,0,Null
3,799,0,Null
1,800,0,Null
1,800,0,Null
1,800,0,Null
4,801,0,Null
3,801,0,Null
3,801,0,Null
4,802,0,Null
3,802,0,Null
1,802,0,Null
3,802,0,Null
1,803,0,Null
1,804,0,Null
1,804,0,Null
1,804,0,Null
5,804,0,Null
2,804,0,Null
1,804,0,Null
2,804,0,Null
1,805,0,Null
1,806,0,Null
1,806,0,Null
1,807,0,Null
1,807,0,Null
2,807,0,Null
1,808,0,Null
1,808,0,Null
2,808,0,Null
3,808,0,Null
5,809,0,Null
5,809,0,Null
3,809,0,Null
4,809,0,Null
2,809,0,Null
1,811,0,Null
1,811,0,Null
4,811,0,Null
1,811,0,Null
4,811,0,Null
2,812,0,Null
1,812,0,Null
1,812,0,Null
1,812,0,Null
3,812,0,Null
1,813,0,Null
2,813,0,Null
1,813,0,Null
5,814,0,Null
1,814,0,Null
3,814,0,Null
5,814,0,Null
1,814,0,Null
1,815,0,Null
2,815,0,Null
1,816,0,Null
5,817,0,Null
1,817,0,Null
1,818,0,Null
1,818,0,Null
3,818,0,Null
2,818,0,Null
4,819,0,Null
1,819,0,Null
4,819,0,Null
1,820,0,Null
1,820,0,Null
1,820,0,Null
3,820,0,Null
2,821,0,Null
2,821,0,Null
4,821,0,Null
1,823,0,Null
3,823,0,Null
3,823,0,Null
1,823,0,Null
1,824,0,Null
1,825,0,Null
1,825,0,Null
2,826,0,Null
1,826,0,Null
1,826,0,Null
1,826,0,Null
2,826,0,Null
3,827,0,Null
1,827,0,Null
3,827,0,Null
4,827,0,Null
2,827,0,Null
4,827,0,Null
1,828,0,Null
1,828,0,Null
4,829,0,Null
1,829,0,Null
3,829,0,Null
2,829,0,Null
2,829,0,Null
1,829,0,Null
1,830,0,Null
1,830,0,Null
1,830,0,Null
3,831,0,Null
3,831,0,Null
1,831,0,Null
1,832,0,Null
2,832,0,Null
1,832,0,Null
2,833,0,Null
3,834,0,Null
